,LogReg_v92,ElasticNet_v92,MLP_v92,EWLogit_v92,som_ret,remaining_ret,monthly_return,Ensemble_v92
2011-12-01,0.10510434126823893,1.4113778954709844,0.5598174296074754,-0.46952049645629224,-1.8234,3.835,1.0461,0.40169479247260154
2012-01-01,0.4611165360143453,-1.2588077666727093,1.2077134654485835,0.8335266778982087,1.8088,1.4308,2.7681,0.310887228172107
2012-02-01,1.3322598711086953,1.5573189441686626,1.9890258851853786,1.0293801267482368,1.8991,1.5682,3.141,1.4769962068027431
2012-03-01,1.1744602174387737,1.050155526762792,1.821661692746839,0.9579335260906583,1.4212,1.2503,2.502,1.2510527407597656
2012-04-01,0.7475881022665932,1.6514415826578637,0.8903623531986968,0.8483252864893267,-2.7044,1.5707,-1.489,1.03442933115312
2012-05-01,-1.443240168016449,-3.8288013025400582,-2.06938076372188,-0.18899378479327086,-4.6081,-3.4354,-6.7925,-1.8826040047679147
2012-06-01,0.8692421703765691,-0.8903778134734893,0.37043291750121016,1.7225725732724684,4.1561,1.9927,6.582,0.5179674619191896
2012-07-01,0.6556832848296795,1.7272863711040565,-0.33731372252429864,0.7913545829034563,-0.6726,1.4679,1.0113,0.7092526290782234
2012-08-01,0.5895016344287177,-1.5900387362510053,-0.9581625348277641,1.337613157354178,2.3027,-0.2402,2.2729,-0.15527161982396837
2012-09-01,-0.8769408880894289,-4.59511985013459,-1.2744286801521283,0.10063010547724248,4.0232,-1.1597,2.5432,-1.661464828224726
2012-10-01,-0.045060020409633326,-3.979295001985035,-0.6526612114792893,-0.035794150185930115,-0.4626,-1.4839,-2.2382,-1.178202596014972
2012-11-01,1.9492198699481031,4.595119850134589,1.396576654574817,0.7050362831774294,-4.4087,3.4813,-0.7992,2.1614881644587345
2012-12-01,-0.00592334599269267,-2.2342665821437473,-0.83296651158369,0.35765971933493595,1.2964,0.6913,1.187,-0.6788741800962985
2013-01-01,2.289183881279968,4.595119850134589,3.0353685172793785,1.573910269167119,0.7732,1.9345,2.4405,2.8733956294652634
2013-02-01,0.38245361430422486,-0.36271532604590834,0.2840359888240735,0.38485255389316886,0.6083,-0.2533,0.0998,0.17215670774388972
2013-03-01,0.7218204200443519,0.9738071217470956,0.9921355774317959,0.38105292285571074,2.5297,0.6109,3.3586,0.7672040105197385
2013-04-01,0.7300174377547144,2.182335305994342,0.4357581897656424,0.6451264667859404,1.1014,0.8542,2.2661,0.9983093500751598
2013-05-01,-0.9998460058708792,-3.877302654275163,-0.9694235471361571,-0.3716919544823093,3.9623,-0.3753,3.0353,-1.5545660404411272
2013-06-01,-0.2290909792926048,-2.684030986003659,-1.2264638523194449,0.019940800301662415,-0.4345,-1.2957,-2.0812,-1.0299112543285116
2013-07-01,1.5355779477070706,1.4660189219985986,3.280338085836528,1.1968525818860745,3.9639,1.0769,4.3822,1.869696884357068
2013-08-01,-1.1526999262889188,-3.4142931910919687,-2.25763084474945,-1.611825676415375,-1.7363,-2.1605,-4.3296,-2.109112409636428
